config_id,suite,category,n_layer,d_model,n_h,n_kv,d_qk,d_v,d_mlp,total_params_M,q8_group_size,layer_size_kb,mlp_ratio,kv_ratio,sample_idx
RND_0927,Random_50M_150M,Random_50M_150M,7,640,16,8,32,48,2560,75.191,64,6385.0,4.0,0.5,927
RND_0928,Random_50M_150M,Random_50M_150M,8,608,8,4,32,32,3232,81.473,32,6999.1,5.316,0.5,928
RND_0929,Random_50M_150M,Random_50M_150M,27,384,12,3,32,64,608,53.182,32,1383.0,1.583,0.25,929
RND_0930,Random_50M_150M,Random_50M_150M,24,544,2,1,32,16,2880,142.076,32,5258.3,5.294,0.5,930
RND_0931,Random_50M_150M,Random_50M_150M,28,416,8,2,32,64,2080,104.82,32,3297.1,5.0,0.25,931
RND_0932,Random_50M_150M,Random_50M_150M,24,320,12,3,16,32,1568,57.77,32,1911.9,4.9,0.25,932
RND_0933,Random_50M_150M,Random_50M_150M,26,320,16,1,16,64,1088,54.588,64,1540.3,3.4,0.062,933
RND_0934,Random_50M_150M,Random_50M_150M,9,480,8,2,32,32,1856,50.96,32,3281.2,3.867,0.25,934
RND_0935,Random_50M_150M,Random_50M_150M,24,512,1,1,64,32,1408,80.045,32,2492.0,2.75,1.0,935
RND_0936,Random_50M_150M,Random_50M_150M,17,544,4,1,64,48,2304,96.478,32,4474.2,4.235,0.25,936
RND_0937,Random_50M_150M,Random_50M_150M,14,576,6,6,16,16,2848,100.976,32,5658.8,4.944,1.0,937
RND_0938,Random_50M_150M,Random_50M_150M,23,576,1,1,32,64,1920,107.854,64,3566.2,3.333,1.0,938
RND_0939,Random_50M_150M,Random_50M_150M,21,576,2,1,64,32,2112,109.121,64,3967.9,3.667,0.5,939
RND_0940,Random_50M_150M,Random_50M_150M,5,640,2,2,16,64,2720,59.314,32,5972.5,4.25,1.0,940
RND_0941,Random_50M_150M,Random_50M_150M,24,448,6,2,48,32,1248,69.695,32,2164.8,2.786,0.333,941
RND_0942,Random_50M_150M,Random_50M_150M,11,480,1,1,32,64,1760,53.037,32,2893.1,3.667,1.0,942
RND_0943,Random_50M_150M,Random_50M_150M,25,608,12,12,64,16,1344,121.088,32,3985.2,2.211,1.0,943
RND_0944,Random_50M_150M,Random_50M_150M,18,608,4,4,32,48,2144,107.997,32,4733.4,3.526,1.0,944
RND_0945,Random_50M_150M,Random_50M_150M,18,576,4,1,64,48,1504,81.577,32,3218.6,2.611,0.25,945
RND_0946,Random_50M_150M,Random_50M_150M,24,512,2,1,16,16,1664,88.303,32,2870.0,3.25,0.5,946
RND_0947,Random_50M_150M,Random_50M_150M,14,512,12,4,32,32,2816,93.656,64,5040.0,5.5,0.333,947
RND_0948,Random_50M_150M,Random_50M_150M,28,352,2,2,32,32,1472,63.777,32,1812.2,4.182,1.0,948
RND_0949,Random_50M_150M,Random_50M_150M,20,448,6,1,64,32,1408,66.42,64,2282.9,3.143,0.167,949
RND_0950,Random_50M_150M,Random_50M_150M,24,480,2,2,64,16,1344,74.305,32,2302.5,2.8,1.0,950
RND_0951,Random_50M_150M,Random_50M_150M,25,416,16,16,64,48,1632,109.141,32,3882.1,3.923,1.0,951
RND_0952,Random_50M_150M,Random_50M_150M,26,640,12,12,32,64,1024,121.688,64,3580.0,1.6,1.0,952
RND_0953,Random_50M_150M,Random_50M_150M,17,544,1,1,64,48,1728,77.391,16,3599.8,3.176,1.0,953
RND_0954,Random_50M_150M,Random_50M_150M,25,448,12,12,16,64,1408,91.373,64,2863.0,3.143,1.0,954
RND_0955,Random_50M_150M,Random_50M_150M,26,512,2,1,48,32,800,60.929,32,1493.0,1.562,0.5,955
RND_0956,Random_50M_150M,Random_50M_150M,18,448,12,3,64,32,1984,82.157,64,3443.1,4.429,0.25,956
RND_0957,Random_50M_150M,Random_50M_150M,17,416,1,1,64,16,2016,64.839,16,3159.0,4.846,1.0,957
RND_0958,Random_50M_150M,Random_50M_150M,19,544,2,2,16,16,896,56.488,32,1691.5,1.647,1.0,958
RND_0959,Random_50M_150M,Random_50M_150M,7,576,2,1,16,16,2624,61.092,32,5051.2,4.556,0.5,959
RND_0960,Random_50M_150M,Random_50M_150M,13,544,8,2,64,32,1216,59.956,32,2762.5,2.235,0.25,960
RND_0961,Random_50M_150M,Random_50M_150M,19,448,8,4,64,32,1760,77.299,32,3172.8,3.929,0.5,961
RND_0962,Random_50M_150M,Random_50M_150M,21,480,4,2,32,64,1248,67.71,32,2285.6,2.6,0.5,962
RND_0963,Random_50M_150M,Random_50M_150M,10,640,16,4,16,32,3168,99.16,32,7367.5,4.95,0.25,963
RND_0964,Random_50M_150M,Random_50M_150M,22,512,6,6,64,64,2656,132.83,32,5354.0,5.188,1.0,964
RND_0965,Random_50M_150M,Random_50M_150M,27,480,2,2,64,64,1504,89.287,32,2656.9,3.133,1.0,965
RND_0966,Random_50M_150M,Random_50M_150M,27,576,12,2,16,32,2240,143.971,64,4426.9,3.889,0.167,966
RND_0967,Random_50M_150M,Random_50M_150M,15,544,16,8,16,48,1664,80.641,32,3910.0,3.059,0.5,967
RND_0968,Random_50M_150M,Random_50M_150M,23,576,2,1,64,64,1664,100.223,64,3222.0,2.889,0.5,968
RND_0969,Random_50M_150M,Random_50M_150M,19,544,6,6,64,64,736,66.08,32,2246.1,1.353,1.0,969
RND_0970,Random_50M_150M,Random_50M_150M,24,384,16,1,48,16,1216,62.983,64,1893.0,3.167,0.062,970
RND_0971,Random_50M_150M,Random_50M_150M,28,352,6,2,48,16,1088,54.946,32,1465.8,3.091,0.333,971
RND_0972,Random_50M_150M,Random_50M_150M,10,512,2,2,48,48,1472,50.329,32,2708.0,2.875,1.0,972
RND_0973,Random_50M_150M,Random_50M_150M,5,640,8,1,16,32,2752,59.98,64,5779.4,4.3,0.125,973
RND_0974,Random_50M_150M,Random_50M_150M,22,576,4,1,32,16,2176,114.763,64,4053.9,3.778,0.25,974
RND_0975,Random_50M_150M,Random_50M_150M,24,640,4,4,32,48,1024,89.243,64,2475.0,1.6,1.0,975
RND_0976,Random_50M_150M,Random_50M_150M,19,640,4,1,16,64,3040,147.977,32,6703.8,4.75,0.25,976
RND_0977,Random_50M_150M,Random_50M_150M,22,576,1,1,32,64,2624,131.186,64,4828.5,4.556,1.0,977
RND_0978,Random_50M_150M,Random_50M_150M,9,512,1,1,16,64,2112,55.684,64,3459.0,4.125,1.0,978
RND_0979,Random_50M_150M,Random_50M_150M,25,448,12,4,32,48,2048,105.709,64,3458.0,4.571,0.333,979
RND_0980,Random_50M_150M,Random_50M_150M,9,512,2,1,32,48,1728,50.744,32,3059.0,3.375,0.5,980
RND_0981,Random_50M_150M,Random_50M_150M,18,608,8,2,32,48,736,63.52,32,2018.8,1.211,0.25,981
RND_0982,Random_50M_150M,Random_50M_150M,24,608,4,2,16,16,2592,146.884,32,5331.9,4.263,0.5,982
RND_0983,Random_50M_150M,Random_50M_150M,24,384,12,3,64,16,1536,72.862,64,2320.1,4.0,0.25,983
RND_0984,Random_50M_150M,Random_50M_150M,23,448,4,2,48,32,2272,97.735,32,3598.0,5.071,0.5,984
RND_0985,Random_50M_150M,Random_50M_150M,24,416,6,3,64,16,992,57.848,32,1695.7,2.385,0.5,985
RND_0986,Random_50M_150M,Random_50M_150M,13,544,1,1,32,16,2816,87.792,16,5682.2,5.176,1.0,986
RND_0987,Random_50M_150M,Random_50M_150M,18,480,6,3,32,16,1920,77.657,32,3272.8,4.0,0.5,987
RND_0988,Random_50M_150M,Random_50M_150M,19,608,12,1,64,32,2016,114.886,32,4883.0,3.316,0.083,988
RND_0989,Random_50M_150M,Random_50M_150M,15,448,16,1,48,16,1216,54.368,64,2208.5,2.714,0.062,989
RND_0990,Random_50M_150M,Random_50M_150M,13,576,4,1,16,16,1888,72.589,32,3694.5,3.278,0.25,990
RND_0991,Random_50M_150M,Random_50M_150M,15,544,6,6,48,48,832,57.141,32,2188.8,1.529,1.0,991
RND_0992,Random_50M_150M,Random_50M_150M,28,576,1,1,64,32,1856,121.91,32,3654.0,3.222,1.0,992
RND_0993,Random_50M_150M,Random_50M_150M,12,448,2,2,48,16,2240,60.04,32,3440.5,5.0,1.0,993
RND_0994,Random_50M_150M,Random_50M_150M,23,416,1,1,32,48,1152,55.543,16,1842.8,2.769,1.0,994
RND_0995,Random_50M_150M,Random_50M_150M,16,640,6,6,48,48,800,68.579,32,2507.5,1.25,1.0,995
RND_0996,Random_50M_150M,Random_50M_150M,24,640,12,1,16,48,1056,93.667,32,2822.5,1.65,0.083,996
RND_0997,Random_50M_150M,Random_50M_150M,26,608,4,4,32,48,960,86.264,32,2360.8,1.579,1.0,997
RND_0998,Random_50M_150M,Random_50M_150M,28,352,2,2,32,48,1280,58.731,32,1614.2,3.636,1.0,998
RND_0999,Random_50M_150M,Random_50M_150M,8,544,2,2,64,48,2240,58.553,32,4292.5,4.118,1.0,999
RND_1000,Random_50M_150M,Random_50M_150M,26,576,16,16,48,16,1056,107.123,32,3309.8,1.833,1.0,1000
